
-823.366455078125, 5435.8271484375, 33.593536376953125, -59.46113586425781 // 2 склад загрузка
-804.3438110351562, 5427.08251953125, 34.55182647705078, -79.9042739868164 // 2 склад трейлер
-800.9021606445312, 5402.27001953125, 34.19060134887695, -165.53280639648438 // 2 склад разгрузка
-737.0831909179688, 5405.7900390625, 48.8303337097168, -44.43819046020508 // 
-739.7564086914062, 5406.7666015625, 48.04439163208008, 12.553914070129395 // 
-749.1676025390625, 5397.953125, 45.61509323120117, 94.9738998413086 // 
-758.0726318359375, 5385.23095703125, 49.152732849121094, 100.92692565917969 // 
-761.3427124023438, 5379.02978515625, 50.87844467163086, 152.51605224609375 // 
-766.51904296875, 5379.60546875, 48.474178314208984, 89.74279022216797 // 
-764.2564697265625, 5361.1279296875, 54.75002670288086, -169.09088134765625 // 
-762.0795288085938, 5358.3935546875, 55.75482177734375, -168.63250732421875 // 
-760.0177001953125, 5356.27392578125, 56.626285552978516, -166.7245635986328 // 
-749.9190063476562, 5347.8984375, 60.65665817260742, -138.7756805419922 // 
-680.1052856445312, 5390.2822265625, 54.06566619873047, 15.22390365600586 // 
-676.2199096679688, 5389.24658203125, 53.924598693847656, 103.64848327636719 // 
-692.4720458984375, 5431.02001953125, 46.5657958984375, -41.82549285888672 // 
-792.6549682617188, 5447.056640625, 33.66889190673828, 42.39356231689453 // 
-798.2758178710938, 5457.86376953125, 32.64849853515625, -9.023662567138672 // 
363.2001953125, 4430.53125, 62.87049865722656, -157.46556091308594 // 3 склад загрузка
380.4158630371094, 4406.8916015625, 62.400184631347656, 14.77699089050293 // 3 склад трейлер
333.6625671386719, 4521.45458984375, 64.7428970336914, 42.29042434692383 // 
354.3377685546875, 4526.92626953125, 71.74376678466797, -38.85758590698242 // 
356.92236328125, 4528.13427734375, 72.56045532226562, -3.2367992401123047 // 
360.2205810546875, 4529.17431640625, 74.04145050048828, -63.24839401245117 // 
363.543701171875, 4517.66455078125, 73.89811706542969, -162.8341827392578 // 
356.52069091796875, 4514.41796875, 69.50609588623047, 165.2586212158203 // 
384.9583435058594, 4479.5986328125, 71.51181030273438, -0.7272375226020813 // 
420.8355407714844, 4509.70068359375, 100.00325012207031, -27.358322143554688 // 
410.6881103515625, 4481.51171875, 81.96208190917969, 109.25199890136719 // 
394.65570068359375, 4459.5576171875, 71.6994400024414, 132.4969024658203 // 
403.93017578125, 4449.23388671875, 71.74404907226562, -132.4445037841797 // 
395.9396057128906, 4444.71435546875, 63.63095474243164, 172.83883666992188 // 
-1607.927734375, 4744.8828125, 53.77132034301758, -82.05287170410156 // 4 склад разгрузка
-1611.5001220703125, 4748.60546875, 53.189849853515625, -46.78731155395508 // 4 склад загрузка
-1628.99365234375, 4740.45556640625, 52.98065185546875, -49.652099609375 // 4 склад трейлер
-1598.3104248046875, 4712.2236328125, 45.39883804321289, -175.98928833007812 // 
-1594.0267333984375, 4713.5166015625, 46.721038818359375, -23.840351104736328 // 
-1583.1470947265625, 4692.919921875, 46.7932014465332, 174.42022705078125 // 
-1583.8846435546875, 4688.2001953125, 45.69304656982422, 174.9301300048828 // 
-1580.199462890625, 4685.4169921875, 45.91890335083008, -117.76531982421875 // 
-1575.54638671875, 4688.2197265625, 47.3530387878418, -33.80409240722656 // 
-1574.71337890625, 4681.1943359375, 46.24567413330078, 162.09017944335938 // 
-1562.0003662109375, 4684.46142578125, 47.42756652832031, -45.05125427246094 // 
-1560.2467041015625, 4690.646484375, 49.089805603027344, -20.098936080932617 // 
-1553.8961181640625, 4687.435546875, 47.228206634521484, -163.069091796875 // 
-1541.9658203125, 4675.84033203125, 41.802303314208984, -125.05907440185547 // 
-1537.577392578125, 4679.1044921875, 41.63441848754883, -55.960365295410156 // 
-1530.957275390625, 4678.4091796875, 40.329227447509766, -88.61895751953125 // 
-1524.7626953125, 4667.072265625, 35.998924255371094, -134.42120361328125 // 
-1526.7340087890625, 4662.82763671875, 34.33421325683594, -152.31466674804688 // 
-1553.1453857421875, 4655.8232421875, 40.25804901123047, 152.14361572265625 // 
-1555.4229736328125, 4660.02490234375, 41.47739028930664, 111.70425415039062 // 
-1560.1236572265625, 4657.2646484375, 42.557655334472656, 116.34523010253906 // 
-1561.521240234375, 4663.24853515625, 43.811649322509766, -18.66655158996582 // 
-1566.32421875, 4665.767578125, 45.14326477050781, 69.68927764892578 // 
352.79443359375, 4441.14892578125, 63.05046844482422, 10.777750968933105 // 3 склад загрузка
